citi,day1,day2,day3,day4,name,price,types,url
kathmandu (4D)POKHARA (2D)Sauraha (2D),"Welcome
On reaching Kathmandu you will be picked up from the airport and dropped at the hotel. Check in and spend the rest of the day at leisure. Overnight stay at the hotel.","Relish the natural beauty of Nepal
After breakfast begins your day with an amazing tour of the Pashupatinath Temple an epitome of the Hindu culture in Nepal. Then visit the Boudhanath Temple. Drive to Patan also known as Lalitpur and here visit the Durbar Square, the Tibetan Center, Swayambhunath with its colorful array of prayer flags and an amazing view of Kathmandu city.
Return to the hotel for the night.","Experience the breathtaking views
After breakfast check out of the hotel and travel to Pokhara by road. Enroute you can opt for a cable car ride at Manokamna Temple.
On reaching Pokhara check in to the hotel and spend the evening at leisure. You can opt for boating in the Fewa Lake. Return to the hotel for the night.","Admire the wonders of nature
After breakfast starts on an excursion to Sarangkot. Visit Bindabasini Temple and explore the bazaar near the Temple, Patale Chhango, Gupteshwor Cave opposite Devi’s Fall. Overnight stay at the hotel.",Nepal Family Tour,"₹28,200/-",Upto 3 Stars,https://traveltriangle.com/packages/3nights-4days-nepal-honeymoon?id=5132&travelmonth=8
POKHARA (2D)Changunarayan (1D)kathmandu (1D)Bhairahawa (2D),"An exciting journey is about to begin
On the first day of your Nepal trip, you will be picked up from the Gorakhpur Airport and transferred to Pokhara. On arrival at Pokhara, check into the hotel and relax for the remainder of the day.","Explore the hidden marvels of Pokhara
After a hearty breakfast today, get ready to embark on a day of local sightseeing. Cover places such as Vindhyawasini Temple, Seti River, Devi’s Fall, Gupteshwar Mahadev Cave, Barahi Temple and Fewa Lake. after tour completion, return to the hotel for the night.","Nagarkot and its stunning sights await your arrival
Today, after breakfast, check out of your hotel in Pokhara and transfer to Nagarkot. On the way, make a stop at the Manakamana Temple. The ride here has to be carried out by cable car, at the traveler’s cost. On arrival at Nagarkot, check in at the hotel and relax for the night.","Get set to visit the heart of Nepal
Today, you get to leave Nagarkot behind after breakfast, and leave for Kathmandu. But before that, enjoy one of the most beautiful sunrises that you might have ever seen. Enroute to Kathmandu, make a short stop at Bhaktapur where one can visit the fabulous 55 Windows Palace. Check in at the hotel, rest for some time and then leave for a bout of sightseeing. Today cover places such as Swayambhunath Temple and Pashupatinath Temple. Also visit the local markets of Kathmandu, and the evergreen casinos. Return to the hotel for the night.",Discounted Nepal Tour Package,"₹21,500/-",3 Stars,https://traveltriangle.com/packages/3nights-4days-nepal-honeymoon?id=5132&travelmonth=8
Changunarayan (1D)POKHARA (2D)kathmandu (5D),"Land at Religious place of Kathmandu and Transfer to Nagarkot
Welcome to the Asia’s first ranked tourist place, Kathmandu. Arrive at Kathmandu airport and our representative will receive you for transferring to the Nagarkot. After posting your check-in hotel for night stay at Nagarkot, you can simply relax overnight after having some delicious food to satisfy your tongue. Have rest overnight and get ready to enjoy the next day tour at Nepal. This day is totally at leisure and the main tour actually start from Pokhara.","Post your arrival at Pokhara
Start your second day with delicious breakfast and energize yourself for next travel. Get ready for your next move towards Pokhara, another city of Nepal. It is new destination of this tour where you will get wide variety of temples to visit and satisfy your spiritual feelings. After arriving at hotel of Pokhara, have a tasty dinner. Have your relaxing night stay at Pokhara and prepare yourself for the next day tour. Create a map in your mind regarding places to visit in Pokhara next day and plan your activities accordingly.","Explore the Popular Temples of Nepal which Make it Spiritual Center Point
Begin your day with a tasty breakfast and fresh up for having spiritual trip of temples this day. You might be excited to know the list of your destinations for your spiritual tour. At first, you have to visit Vindhyavasini temple. Then go to have beautiful view of Seti River. Your next visit is Gupteshwar Mahadev Cave. Don’t miss the popular Barahi temple at Nepal. Enjoy the beautiful sights of Fewa Lake. Have relaxing night stay at Pokhara.","Arrive Kathmandu again and visit Manakamana temple
Start your day with tasty breakfast and check-out from hotel and each Kathmandu again. Have visit of famous Manakamana temple known for its awesome blessings that it offers to tourists. You can also plan other activities for the day as rest of the day is still vacant. You can enjoy shopping the local markets for keeping them as your memories of Nepal. Come back to hotel and enjoy tasty dinner at night. You have wonderful chance for having lifetime memories with you with temple and other places of Kathmandu.",Nepal 8 Days Trip Package,"₹30,699/-",Upto 3 Stars,https://traveltriangle.com/packages/3nights-4days-nepal-honeymoon?id=5132&travelmonth=8
kathmandu (3D)POKHARA (2D),"The capital welcomes you to explore the rich heritage of Nepal
As you arrive at the airport in Kathmandu, meet our office personnels who will accommodate you to the hotel. After taking a short relaxing time, you will be taken for a visit to the Hindu culture in Nepal, Pashupatinath. This is the place where holy sadhus pray and cremations are done on the Bagmati River. The tour will continue to the holiest shrine for the Buddhist culture in Nepal, Boudhanath, with its large stupa, this is the place where all devout Buddhists come for a pilgrimage. As the day ends you will head towards the hotel for an overnight stay.","Enjoy the sight of the gigantica ranges and the beauty of the Pokhara town
Today after having a relaxing breakfast you will head towards Pokhara which is located 210 KM from Kathmandu.From Pokhara town (2,352 feet) the 25,000+ peaks of the Annapurna and Dhaulagiri ranges rise a scant 20 miles away with no intervening ridges to spoil the view. Enroute you have the option to enjoy cable car riding at Manokamna Temple at your own cost. On arrival at Pokhara, you will check-in to the hotel for an overnight stay.","A beautiful blend of a serene village and heritage temples
This morning you will go for a excursion trip to Sarangkot after having a delicious breakfast.The village of Sarangkot (1590 m) is situated on the top of a hillock just north of Phewa Lake.This is one of the oldest temples in Pokhara which was a part of Kaski Kingdom, the main deity of the temple,Goddess Durga, was brought from India. Sightseeing to Devi’s fall, also known as Patale Chango is an awesome waterfall lying 2 km southwest of Pokhara. During summer and rainy season, the waterfall takes its real form, with gushing water splashing and making its way through the rocks. Just opposite of Devi’s fall, on the other side of the road, there is Gupteshwor Cave. This cave is popular for the different natural forms made from limestone deposits. Photography is strictly prohibited inside the cave.After an eventful day exploring the natural treasures of Sarangkot, enjoy a comfortable overnight stay at the hotel.","Welcome to Kathmandu! 
Today, start your drive from Sarangkot towards Kathmandu and spend your day in leisure.You are free to explore the city and the nearby places at your own cost. Enjoy an overnight stay at the hotel.",Explore The Best Of Nepal Tour,"₹19,199/-",3 Stars,https://traveltriangle.com/packages/3nights-4days-nepal-honeymoon?id=5132&travelmonth=8
kathmandu (3D)POKHARA (2D)Sauraha (2D),"Welcome to Nepal
Upon arrival in Kathmandu you will be met by our representative and transferred to the hotel. Kathmandu is the capital of Nepal and the Kathmandu Valley is the political and cultural heart of the Kingdom. The urban sprawl that makes up modern Kathmandu is in fact two cities, Patan and Kathmandu.
After short relaxation,  you will be taken for a visit of the Hindu religious site in Nepal, Pashupatinath. This is the place where holy saddhus pray and cremations on the Bagmati River are carried out. We then continue to the holiest shrine for the Buddhist culture in Nepal, Boudhanath, with its large stupa, this is the place where all devout Buddhists come for a pilgrimage. Night stay in hotel.","Explore the natural beauty of Nepal
This morning, you will be taken for a visit to Patan. Also known as Lalitpur , the city of beauty is separated from Kathmandu only by the Bagmati River and is the second largest town in the valley. Lalitpur is fragmented from other cities due to its architectural ancient masterpieces. Patan's central Durbar Square is absolutely packed with temples: Its an architectural center point with a far greater concentration of temples per sq. meter than in Kathmandu or Bhaktapur. Within the city also lies the Tibetan refugee center, home to most of the valley's Tibetan population. While technically refugees, the Tibetans are some of the wealthiest people in the valley because of the carpet industry they operate. For those looking to bring home a fine Tibetan carpet, this is the place to shop. You will then go to Swayambhunath the golden spire of the 5th-century Swayambhu stupa is adorned with a colorful fluttering of prayer flags; it crowns a hill overlooking the Kathmandu Valley and offers fantastic views over the city of Kathmandu. Swayambhunath is one of the most recognizable symbols in Nepal and the painted eyes of Buddha watch all who ascend the worn stone steps.
Later after checking out from hotel, drive to Pokhara. Pokhara is 210 KM &amp; 7 hours drive from Kathmandu . From Pokhara town (2,352 feet) the 25,000+ peaks of the Annapurna and Dhaulagiri ranges rise a scant 20 miles away with no intervening ridges to spoil the view.
Enroute you have option to enjoy cable car riding at Manokamna Temple on own cost. On arrival to Pokhara, transfer to hotel.","Experience the breathtaking views of the Himalayan ranges from Sarangkot
This morning you will go for a excursion trip to Sarangkot.The village of Sarangkot (1590 m) is situated on the top of a hillock just north of Phewa Lake. One gets to see beautiful views of sunrise and sunset from Sarangkot as the sun splashes hues of red on the Himalayan range. On a clear day, the panoramic ranges of Annapurna, Dhaulagiri, Machhapuchhre and Ganesh Himal can be observed from here.
This afternoon you will visit Bindebasini Temple. This is one of the oldest temples in Pokhara was a part of Kaski Kingdom, the main deity of the temple,Goddess Durga, was brought from India . Apart from the peace and tranquility that can be felt in this region, the premises of the temple offers a good view of the Himalaya on a clear day. The temple is in the area of the bazaar, hence,a journey of the old bazaar can be combined with a visit to the temple. Sightseeing to Devi’s fall, also known as Patale Chango is an awesome waterfall lying 2 km southwest of Pokhara. During summer and rainy season, the waterfall takes its real form, with gushing water splashing and making its way through the rocks. Just opposite of Devi’s fall, on the other side of the road, there is Gupteshwor Cave. This cave is popular for the different natural forms made from limestone deposits. Photography is strictly prohibited inside the cave. Overnight stay at hotel.","Spend some time in wilderness and admire the wonders of nature
This morning after breakfast and checking out from hotel, drive to Chitwan (140 KM &amp; approx 4 hours drive). Chitwan is one of Asia's premier wildlife reserves. Its 360 square miles of tall grasslands and forests are home to a wide variety of mammals and birds, including several endangered species. On arrival, transfer to hotel. Later book jungle activities for the next day. (We can also book the package, if desired by travelers)",Amazing Nepal Tour Package,"₹24,200/-",Upto 3 Stars,https://traveltriangle.com/packages/3nights-4days-nepal-honeymoon?id=5132&travelmonth=8
kathmandu (2D)Changunarayan (1D)NAGARKOT (1D),"Step into an enchanting world of culture, architecture, and mesmerising sights.
Upon arrival at the airport, you’ll be greeted by the agent’s representative who will escort you to your hotel in Kathmandu. Complete your check-in formalities and rest. In the evening, kick start your 4 days Nepal tour with a visit to the famous Pashupatinath Temple where you can seek blessings for a healthy and happy life and attend the evening ‘Aarti’. Later, return to your hotel for a peaceful overnight stay.","Take a gander at the charming attractions of Kathmandu.
Post a hearty breakfast, proceed for a full day sightseeing tour of the Kathmandu valley. First on your Nepal itinerary, visit the Jal Narayan Temple, a Hindu open air temple popular for its huge, reclining statue of the Sleeping Vishnu. Next, on your Kathmandu tour, you can pay a visit to the Kathmandu Durbar Square and Patan Durbar Square, two out of the three Durbar Squares in Kathmandu that are also renowned UNESCO World Heritage Sites. Then, visit the Swayambhunath Stupa, an ancient religious sanctum located atop a hill in the Kathmandu Valley.
Next on your Nepal itinerary is a visit to the Krishna Temple. Later, you can enjoy some leisure time and indulge in shopping or other activities as per your convenience. Post a refreshing city tour of Kathmandu, you can return to your hotel for a sumptuous dinner and a cosy overnight stay in your room.","Charge up your senses with a refreshing ride to Nagarkot.
Have a hearty breakfast at your hotel and get transferred to Nagarkot, the next destination on your Nepal holiday. On the way, visit the Palace Museum and Bhaktapur Durbar Square, the third Durbar Square in Kathmandu.
Upon arrival at your hotel in Nagarkot, complete the smooth check-in formalities and take some rest in your room. Late, you can go for a short hiking trip in Nagarkot. The Nagarkot Panoramic Hiking Trail is a 12 km hike near the community of Nagarkot and takes about 3 hours to complete. Accompanying you on your rejuvenating hike will be magnificent views of the snow-capped Himalayas unlike anywhere else in Nepal. Your trek will also let you visit the delightful Tamang Village.
Later, sit and enjoy the stunning views of sunset at Sunset Point before returning to your hotel for an overnight stay.","Your tour may have ended, but the memories you made will stay with you forever!
After a filling breakfast, enjoy some free time before being escorted to the airport. Board your flight back home with sweet memories of your trip to Nepal.",Revitalising Nepal Tour Package,"₹15,199/-",3 Stars,https://traveltriangle.com/packages/3nights-4days-nepal-honeymoon?id=5132&travelmonth=8
Sauraha (1D)kathmandu (2D)Changunarayan (1D)POKHARA (2D)Jomsom (1D)Lumbini (2D),"Welcome
Upon your arrival at the airport in Gorakhpur, you will be meeting our office personnel. After that, you will be driven to Chitwan which is around 5 hrs from Gorakhpur. Upon arrival in Chitwan, you will be transferred to your hotel where you need to check in and relax. Do book the jungle activities for the next day! Overnight stay at the hotel.","Relish the natural beauty of Chitwan
This morning after breakfast at the hotel we need to check out and get ready for jungle activities in Chitwan National Park. Here you will be able to relish Elephant Safari, Jeep Safari, Nature walk, Birdwatching, canoeing etc. After that, we need to drive back to Kathmandu. Upon arrival in Kathmandu, you will be taken to your hotel, where you got to check in and exclusively spend the rest of the day at leisure.Overnight stay at the hotel.","Experience the breathtaking views
After having an early breakfast at the hotel, you will be starting your journey by visiting the shrines of Hindu culture in Nepal, Pashupatinath and then pay a visit to the beautiful Boudhanath. After this tour start your journey to Patan also called Lalitpur. When you reach Lalitpur explore the Durbar square and Tibetan Refugee Center. Then drive on to Swayambhunath, which is the golden spire of the 5th-century Swayambhu stupa adorned by innumerable colorful prayer flags fluttering in the wind. Return to the hotel for the overnight stay.","Admire the wonders of nature
After breakfast, begin your drive to Nagarkot today. This place is nestled around 32 kilometers and 1.5 hrs drive from Kathmandu. En route you will be stopping at Bhaktapur, where you will be able to view the Palace of Fifty Five Windows, Golden Gate and the five-storied pagoda-style Nyatapola Temple. You can also enjoy a panoramic view of Mount Everest from here. Upon arrival, you will be transferred to your hotel where you need to checkin and relax. Overnight stay at the hotel.",An Astounding Nepal Family Package,"₹44,200/-",Upto 3 Stars,https://traveltriangle.com/packages/nepal-3-days-trip?id=18261&travelmonth=8
kathmandu (3D)POKHARA (2D),"Enjoy a Leisure day in Kathmandu
The Nepal itinerary 5 days will start to roll as you get down at the Tribhuvan International Airport in Kathmandu. One of our representatives would greet you at the airport. After a detailed look-around in the city, you will be taken to the hotel where you can check-in. you can either check-in to the Apsara Boutique Hotel Inn or Shangrila Hotel. You can either take rest or take a massage. In the evening, you can get a decent time to indulge in the shopping. You can have dinner in the Nepalese restaurants and reach back to the hotel. You can easily do the shopping of handicrafts from the markets in Kathmandu. The Thamel area is enriched with bars, cafes and restaurants.","Indulge into the Natural Beauty of Pokhara
Pokhara is one of the most beautiful cities of Nepal. You can get a close encounter with the enchanting natural beauty of a Himalayan hill station. On the 2nd day, you will be taken to a drive to Pokhara. After reaching the city, you will check into the hotel. In Pokhara, you are expected to check in at Kumari Star Inn. It takes near about six hours to reach Pokhara from Kathmandu. You can visit the Phewa Lake and have a boating session there. It is a natural freshwater lake. You can visit the Varahi temple located at the center of the lake. You can get the exotic views of the Annapurna range. There are a lot of floating markets in the city. At night you can go out and chill or dine in the bars and cafes of Pokhra. Come back early and have a sound sleep.","Treasures of Nepal
The third day of the Nepal 5 days Itinerary will start early. You will have an early morning ride to Sarangkot. This spot is 1600 meters above sea level. You can get a panoramic view of the Annapurna range from here. Get a chance to watch the magnificent sunshine at Sarangkot. While driving back to Pokhara you will visit the David Falls and the Mahendra caves. You can stay at the two spots for a decent amount to time and then come back to Pokhara. Sarangkot is just 120 kilometers away from Pokhara. You just need to get up very early to see the sunshine. The David Falls is g known as Patala Chhango. The Mahendra Caves is knowns as the ‘House of Bats’.","The Nepal tour is about to complete
On the 4th day, after having the breakfast, you will be driven back to the city of Kathmandu. You will not have anything to watch in Kathmandu on the 4th day. You can take your time to spend in the Pashupatinath Temple. You can also shop and roam about the whole city. You can even get a chance to visit the casino in the city of Kathmandu. The end of day 4 marks the termination of the whole Nepal trip. On the last day, you can even visit the museums in Kathmandu to take a glimpse of the Nepalese Life.",5 Days Tour Package To Nepal With Airfare,"₹32,700/-",Upto 3 Stars,https://traveltriangle.com/packages/nepal-3-days-trip?id=18261&travelmonth=8
Changunarayan (1D)POKHARA (2D)kathmandu (5D),"Fresh Breeze from Mountains Welcomes you to Nepal!
After arriving at the Kathmandu airport, you will be transferred to Nagarkot. Once you reach the hotel, you will check in to your room. The remaining day is at leisure for you, so enjoy it as per you please. If you don’t know it yet, Nagarkot has earned repute for facilitating tourists willing to watch breathtaking sunrise and sunset. In addition, you will be welcomed by the fresh breeze and is a perfect spot for those having a keen desire to view mountains.","Watch A Sunrise Worth Remembering!
Depending on the time of sunrise, you will be starting your day with a beautiful sunrise at Nagarkot. After having breakfast at the hotel, you will be transferred to Pokhara which is known for being the adventure hub of Nepal. The pleasurable sights of mountains visible from Pokhara is a treat to the eyes. After arriving in Pokhara, check-in at the hotel and spend the remaining day at leisure.","Things to See when in Pokhara!
After breakfast at the hotel, we will be starting for Vindhyavasini Temple which is known for being one of the Shaktipeeths in Nepal. After seeking blessing from Goddess Bhagawati, we will be moving towards Seti River which is recognized as one of the holiest rivers in the territory of Nepal. Next in our destination is Devis Falls which is significant because the Pardi Khola vanishes here and goes underground. After Devis Falls, we will be visiting the Gupteshwor Mahadev Cave which is one of the most popular caves Nepal has. You will find statues of Hindu deities inside the cave. Before we end our tour today with Fewa Lake, we will visit the Barahi Temple. This temple made in pagoda style is dedicated to Tal Barahi. It is located on an island in the Fewa Lake. At the end of the tour today, you will be returning to your hotel in Pokhara.","Today You Arrive in Kathmandu!
After a delicious breakfast at the hotel, we will start our journey for Kathmandu today. You will be visiting the Manakamana Temple on the way to Kathmandu. Many people believe their wishes to be fulfilled once they seek blessings from the Goddess Bhagwati. After reaching Kathmandu, you will check in to the hotel where you will be staying the night.",Nepal Family Package For 7 Nights 8 Days,"₹26,699/-",Upto 3 Stars,https://traveltriangle.com/packages/nepal-3-days-trip?id=18261&travelmonth=8
kathmandu (2D)Changunarayan (1D)NAGARKOT (1D),"Witness the vibrant streets and markets of Nepal on this day of your tour
Upon arrival at Nepal airport, you will be greeted with a welcoming namaste by tour agent’s representative. From the here you will be taken to the hotel, where you can relax and freshen up yourselves for excursions in later part of the day. On this day of your Nepal tour package, go out and explore the beauteous city of Kathmandu on your terms. Witness the vibrant streets and markets stuffed with Asian artefacts, local souvenirs, Mandala drawing and various other items as you excurse through the city. In the evening, you can dine at a Nepali restaurant and try out the regional cuisine there. As you stroll past the streets of Kathmandu, you will come across the heart of Nepal’s tourism, Thamel. Thamel treats its admirers with a wide variety of things to try out. A well-spent day in the bustling city of Kathmandu comes to an end with comfy stay at hotel.","Explore the real gems of Nepal on this day of your tour
Wake up to a scrumptious breakfast at hotel, and get ready as today you will be indulging in a full fledged tour of Kathmandu. The first place that you would be visiting as part of this Nepal tour package, is Durbar Square you can take pictures of the mesmerizing ancient temples, palaces, courtyards, and streets. You can also have a lunch at a street restaurant while exploring the place. Next, you will explore the beautiful landscapes of Kathmandu in Patan, the second-largest town in the valley.
Here you can embark on a rafting adventure on the Bagmati River, enjoy an aerial tour of the valley, or have some fun while mountain biking. As the afternoon approaches, you will be visiting Pashupatinath temple.Considered as one of the holiest pilgrimage site in all of Nepal, this temple attracts thousands of visitors every year. Located just a short 5 kilometers from Kathmandu, it is thought to be one of Lord Shiva’s homes and the many shrines on location are dedicated to him. Be sure to check out the wooded ravine, which is revered for its spiritual importance. Although non-Hindu foreigners are not allowed in the temple, you can admire the old stone shrines around the temple and watch the funeral ceremonies on the Bagmati River. On the evening, you’ll visit a Buddhist temple that has remained unchanged for the last 700 years, the Swayambhunath religious site. With a nickname of the “Monkey Temple,” you’ll come across various sacred monkeys that still live in various parts of the temple. For the best experience, walk around the stupa in a clockwise direction. As you walk, wheels fixed to the balustrade will be set in motion.
You will also be visiting, Patan, the city known for its cultural heritage. Here you will be witnessing some of the finely structured art pieces in the form of sculptures, paintings, monasteries, and temples. When you are done for the day come back to the hotel and hop onto your bed for sound sleep.","Enjoy the scenic charms of Bhaktapur on this day of your tour
After indulging in a hearty breakfast at the hotel, you Nepal trip takes you to Nagarkot, a small hill station famed for its breathtaking views it provides of the complete Langtang range tied with stunning sunrise and sunset views. You will be paying a visit Bhaktapur Durbar Square, wherein you can spot the many marvelous architectural pieces of art. At the end of the day, you can enjoy a surreal sunset. You can take pictures of the Himalayan peaks of Nepal like Ganesh, Manaslu, Langtang, and Makalu. This day ends with a cozy stay at Nagarkot.","The 4th day marks the last day of your tour
After indulging in a hearty breakfast at hotel, get ready as now will be checking out from the hotel as this day marks the last day of your Nepal tour package. After checking out from the hotel, you can visit the markets or visit a place of your choice. Later in the day you would be transferred to the airport, from where you can board flight to the home.",Splendid Nepal Tour Package,"₹16,199/-",3 Stars,https://traveltriangle.com/packages/nepal-3-days-trip?id=18261&travelmonth=8
kathmandu (4D),"Your romantic sojourn in Kathmandu begins!
Upon arriving at the Kathmandu Airport, you will be greeted and received by your trip agent’s representative. After which, you both will be transferred to the hotel. Complete the check-in formalities upon reaching and relax for a while. In the afternoon, get ready for a Kathmandu sightseeing tour together in which you will visit the famous Boudhanath Stupa and attend the aarti at the Pashupatinath Temple later in the evening.
After visiting the temple, drive back for an overnight stay at the hotel.","Fall in love with the beauty of Kathmandu.
Have a scrumptious breakfast at the hotel with your partner and then get ready to explore the city as mentioned in the Kathmandu honeymoon package. You will visit a few serene places like the Jalanarayan Temple (Sleeping Vishnu), Kathmandu Durbar Square, Swayambhunath Stupa, and Patan Durbar Square for soaking up some peace and spending a quality time together.
Later, drive back to your hotel and relax for the night.","Witness the iconic attractions and capture memories in Kathmandu.
The third day is for witnessing Kathmandu at its best and shopping at the famous places with your better half. The city has a lot of things like paintings, Pashmina shawl, handicrafts, jewelry, and more which you can buy and take home as souvenirs.
After having a delicious breakfast, leave for the Kailashnath Mahadev Statue in Sanga, which is situated on the border of the Bhaktapur. Click some beautiful pictures together against the spectacular backdrop and freeze your moments forever.
Later in the evening, drive to the Bhaktapur Durbar Square, and then spend the rest of the day together exploring the famous streets in the city.","Capture your last moments together. 
After a hearty breakfast together, pack your bags, and leave for the airport for final departure. It’s time to bid farewell to the beautiful city and end your romantic trip here. But before all that, capture a few more moments to cherish later when you’re home.",Surreal Kathmandu Honeymoon Package,"₹12,099/-",3 Stars,https://traveltriangle.com/packages/nepal-3-days-trip?id=18261&travelmonth=8
kathmandu (4D)POKHARA (2D)Sauraha (2D),"Welcome
On reaching Kathmandu you will be picked up from the airport and dropped at the hotel. Check in and spend the rest of the day at leisure. Overnight stay at the hotel.","Relish the natural beauty of Nepal
After breakfast begin your day with an amazing tour of the Pashupatinath Temple an epitome of the Hindu culture in Nepal. Then visit the Boudhanath Temple. Drive to Patan also known as Lalitpur and here visit the Durbar Square, the Tibetan Center, Swayambhunath with its colorful array of prayer flags and an amazing view Kathmandu city.
Return to the hotel for the night.","Experience the breathtaking views
After breakfast check out of the hotel and travel to Pokhara by road. Enroute you can opt for a cable car ride at Manakamana Temple.
On reaching Pokhara check in to the hotel and spend the evening at leisure. YOu can opt for boating in the Fewa Lake. Return to the hotel for the night.","Admire the wonders of nature
After breakfast start on an excursion to Sarangkot. Visit Bindabasini Temple and explore the bazaar near the Temple, Patale Chhango, Gupteshwor Cave opposite Devi’s Fall. Overnight stay at the hotel.",Nepal Family Tour Package,"₹28,200/-",Upto 3 Stars,https://traveltriangle.com/packages/nepal-3-days-trip?id=18261&travelmonth=8
kathmandu (2D)Changunarayan (1D)NAGARKOT (1D),"A joyous and romantic journey begins as you set foot in Nepal
As you arrive at the airport in Kathmandu, you will be received by the agent’s representative who will also help in getting transferred to your hotel. Upon arrival at the hotel, check in, settle down and relax.
Later in the evening, this Nepal honeymoon package takes you for a visit to Pashupatinath Temple where you can attend the aarti. Once that’s over, you can go around the temple premise and watch out for the serene setting that fills you with positivity. At the end of the day, get back to the hotel for a comfortable overnight stay.","A busy yet exciting second day of this Nepal honeymoon package takes you for a sightseeing tour
A wholesome breakfast at the hotel marks the beginning of another day in Kathmandu. Post breakfast, get ready for some outdoor fun as this tour itinerary now allows you to explore the wonders of Kathmandu in a planned manner.
The full-day sightseeing tour of Kathmandu Valley covers major tourist attractions such as Jal Narayan(sleeping Vishnu), Swayambhunath , Boudhanath Stupa and Durbar Square. Revel in the picturesque views of the beautiful land of Nepal and capture some great shots with your loved-one.
After the sightseeing tour is over, go shopping in the evening; try out local cuisines of the Kathmandu at the famous restaurants.
As the day comes to an end, return to the hotel for a comfortable overnight stay.","Experience the natural beauty at its best
Have a scrumptious breakfast at the hotel and then check out as now this 4-Day Nepal honeymoon tour itinerary transfers you to a quaint hill-station, close to Kathmandu - Nagarkot. Enjoy the scenic views as you are driven through the picturesque landscape of Nepal. Enroute, visit Palace Museum and Bhaktapur Durbar Square.
As you arrive at the hotel in Nagarkot, check in and make yourself at home. Relax, or go hiking.It’s all your choice as the rest of the day is at leisure. This free day in Nepal gives you ample opportunities to spend time exclusively with your partner.
At the end of the day, return to the hotel for a cozy sleep.
Distance from Kathmandu to Nagarkot: 27 km (approx)
Travel Time: 1.5 hours (approx)","The romantic Nepal honeymoon holiday ends, like every beautiful journey
Treat your taste buds to a refreshing breakfast at the hotel and then get ready to check out from the hotel as the romantic holiday gets wrapped up. You will be transferred to the airport for your onward journey back home.",Refreshing Nepal Honeymoon Package,"₹16,700/-",3 Stars,https://traveltriangle.com/packages/nepal-3-days-trip?id=18261&travelmonth=8
kathmandu (2D)POKHARA (3D),"The capital welcomes you to explore the rich heritage of Nepal
Our representatives will escort you to your Hotel once you reach Kathmandu. Head out to witness the Hindu culture in Nepal at Pashupatinath after relaxing for sometime in your hotel. This is the place where cremations are done and holy saints pray. The tour will continue to the holiest shrine of Buddhist culture in Nepal, Boudhanath. With its large stupa, this is the place where all devout Buddhists come for a pilgrimage.
End the day with an overnight stay at your hotel.","Enjoy the sight of the gigantic ranges and the beauty of the Pokhara town
Head towards Pokhara after enjoying a lip-smacking breakfast. Pokhara is 210 kilometers from Kathmandu. Check-in to your hotel when you reach there. From Pokhara town (2,352 feet) the 25,000+ peaks of the Annapurna and Dhaulagiri ranges rise a scant 20 miles away with no intervening ridges to spoil the view.
So enjoy the gorgeous view and feel relaxed. The view is bound to leave you fascinated. Witness natural beauty at its best over here and you will surely think about the amazing even after you return. Overnight stay at your hotel after an exciting day.","A beautiful blend of a serene village and heritage temples
Head out for an excursion trip to Sarangkot after enjoying a lip-smacking breakfast. The village of Sarangkot has one of the oldest temples in Pokhara and is situated on the top of a hillock just north of Phewa Lake. Pokhara was a part of Kaski Kingdom, the main deity of the temple, Goddess Durga, was brought from India.  Sightseeing to Devi’s fall, also known as Patale Chango is an awesome waterfall lying 2 km southwest of Pokhara. Visit the Gupteshwor Cave which is situated opposite to Devi’s fall on the other side of the road. This cave is popular for the different natural forms made from limestone deposits. Photography is strictly prohibited inside the cave.
After a full day of sightseeing, head back to the hotel to get some relaxing sleep after an eventful day.","Explore and discover the beautiful city of Kathmandu
After having a delicious breakfast, start your drive from Sarangkot to Kathmandu. Spend the day exploring the city or doing anything that you wish to do. Return to your hotel and get some refreshing sleep.",Exciting Nepal Sightseeing Tour Package,"₹19,199/-",Upto 3 Stars,https://traveltriangle.com/packages/nepal-3-days-trip?id=18261&travelmonth=8
